web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,link1,link1-href,link2,link2-href,paginacion,paginacion-href
1619052369-924,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,DRACKO ALFA,Malo,Revisado en México el 21 de octubre de 2019,"Del 1 al 10 le doy un 6, casi no se siente el toque ahumado, se siente regular, tocando lo corriente, por unos pesos mas esta mil veces mejor el mezcal unión, no lo compraria de nuevo y menos a ese precio, parece un mezcal de 60 pesos.",2.0 de 5 estrellas,,,Mezcal Mil Diablos 36° 700 ml,https://www.amazon.com.mx/Mezcal-Mil-Diablos-36%C2%B0-700/dp/B07GCG1YFH/ref=zg_bs_17836295011_6?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Mil-Diablos-36%C2%B0-700/product-reviews/B07GCG1YFH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052183-717,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Gustavo Acuña,Vale la pena,Revisado en México el 10 de abril de 2021,Muy rico!,5.0 de 5 estrellas,,,Santo Gusano Mezcal Artesanal | Espadín Joven 750 ml / 40º,https://www.amazon.com.mx/Santo-Gusano-Mezcal-Artesanal-Espad%C3%ADn/dp/B08BJG2NGC/ref=zg_bs_17836295011_14?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Santo-Gusano-Mezcal-Artesanal-Espad%C3%ADn/product-reviews/B08BJG2NGC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052183-715,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Fernando,Mezcal de concurso,Revisado en México el 31 de julio de 2020,Muy buen sabor del mezcal y magnifica presentación de la botella,5.0 de 5 estrellas,,,Santo Gusano Mezcal Artesanal | Espadín Joven 750 ml / 40º,https://www.amazon.com.mx/Santo-Gusano-Mezcal-Artesanal-Espad%C3%ADn/dp/B08BJG2NGC/ref=zg_bs_17836295011_14?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Santo-Gusano-Mezcal-Artesanal-Espad%C3%ADn/product-reviews/B08BJG2NGC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052092-637,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Alejandro Gomez,Un mezcal de sabor amaderado..,Revisado en México el 20 de octubre de 2020,"Me gustó bastante, no es un mezcal fuerte y se siente con buen nivel de refinamiento por el costo, inclusive sabe de una categoría superior. Para combinarlo con pasta o carne funciona perfecto, a mi gusto.",5.0 de 5 estrellas,,,Mezcal Descartes Espadín Joven 750 ml,https://www.amazon.com.mx/Mezcal-Descartes-Espad%C3%ADn-Joven-750/dp/B087D8H6PS/ref=zg_bs_17836295011_20?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Descartes-Espad%C3%ADn-Joven-750/product-reviews/B087D8H6PS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052383-961,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,David CM,Excelente compra,Revisado en México el 1 de octubre de 2019,"Excelente mezcal en una presentación muy tradicional. El sabor es suave, con un aftertaste muy rico. Con un limón partido y tantita sal sabe delicioso.",5.0 de 5 estrellas,,,Mezcal Ojo de Tigre Joven 200 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/dp/B07FKQV2T9/ref=zg_bs_17836295011_5?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-200-ml/product-reviews/B07FKQV2T9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052253-775,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Margarita,El producto viene abierto,Revisado en México el 20 de junio de 2020,El producto viene abierto con el sello remojado y el empaque de plástico abierto,1.0 de 5 estrellas,,,Mezcal 400 Conejos Reposado 750 Ml,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/dp/B07FPVPK4T/ref=zg_bs_17836295011_11?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/product-reviews/B07FPVPK4T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052561-1269,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Netornillo,"Excelente, muy bueno !",Revisado en México el 3 de mayo de 2020,"Es un mezcal ligero y muy bueno, altamente recomendable !",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052607-1367,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Jose Herrera,Gran Mezcal,Revisado en México el 12 de mayo de 2020,"Buenazo!
Sabor tenue",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050821-118,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cliente de Amazon,Excelente Mezcal,Revisado en México el 3 de enero de 2021,"Excelente mezcal, suave, toque ahumado, delicioso, súper recomendable",5.0 de 5 estrellas,,,Mezcal Artesanal Barro de Cobre Espadín 950 ml,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/dp/B07D9X425B/ref=zg_bs_17836295011_75?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9X425B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052257-788,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Pedro Martinez,Llegaron rotas ambas unidades una pena,Revisado en México el 12 de enero de 2021,Manejo rudo de paquete y pobre proteccion de burbuja,1.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/product-reviews/B07FPVPK4T/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal 400 Conejos Reposado 750 Ml,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/dp/B07FPVPK4T/ref=zg_bs_17836295011_11?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/product-reviews/B07FPVPK4T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052504-1171,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Katherine,El mejor mezcal que he probado,Revisado en México el 1 de octubre de 2020,"Es delicioso, el mejor mezcal que he probado",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,Mezcal Ojo de Tigre Joven 750 ml,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/dp/B07DQ5QNNB/ref=zg_bs_17836295011_2?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Ojo-Tigre-750-ml/product-reviews/B07DQ5QNNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052198-727,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Francisco S.,Buen mezcal artesanal,Revisado en México el 22 de diciembre de 2020,"El producto es bueno, tal vez por su precio normal puedes conseguir marcas más reconocidas, sin embargo vale la pena darle la oportunidad al burrito fiestero.
Incluso suelen tener buenas ofertas ocasionalmente así que... al menos incluyelo a tu wishlist",5.0 de 5 estrellas,,,"Burrito Fiestero 750mL - Mezcal Artesanal 100% agave Cenizo, 42% Alc. Vol",https://www.amazon.com.mx/Burrito-Fiestero-750mL-Mezcal-Artesanal/dp/B087N6MNJJ/ref=zg_bs_17836295011_12?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Burrito-Fiestero-750mL-Mezcal-Artesanal/product-reviews/B087N6MNJJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052305-828,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Benjamin Maldonado,Sweet and delicious,Revisado en México el 26 de noviembre de 2019,Es dulce al paladar. Exquisito el mejor mezcal que pude haber probado antes.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,MEZCAL AMARÁS CUPREATA (PAPALOTE) - 750 ML / 40.3°,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/dp/B07NZWJBLN/ref=zg_bs_17836295011_10?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Cupreata-Papalote-750/product-reviews/B07NZWJBLN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052096-647,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Israel Frias,Especial,Revisado en México el 29 de abril de 2020,"Excelente mzcal, de los mejores que he probado. Muy bueno para combinar!",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Descartes-Espad%C3%ADn-Joven-750/product-reviews/B087D8H6PS/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Descartes Espadín Joven 750 ml,https://www.amazon.com.mx/Mezcal-Descartes-Espad%C3%ADn-Joven-750/dp/B087D8H6PS/ref=zg_bs_17836295011_20?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Descartes-Espad%C3%ADn-Joven-750/product-reviews/B087D8H6PS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052342-870,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Amazon Customer,Muy recomendable,Revisado en México el 11 de marzo de 2021,"Una gran opción de espadín con excelente sabor, muy recomendable!",5.0 de 5 estrellas,,,Mezcal Alto Cielo 750 ml | Espadín Joven | 1 Botella,https://www.amazon.com.mx/Mezcal-Cielo-Espad%C3%ADn-Joven-Botella/dp/B08XHY1Q9D/ref=zg_bs_17836295011_8?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Cielo-Espad%C3%ADn-Joven-Botella/product-reviews/B08XHY1Q9D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052257-789,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,vicente salazar vite,Creo me gustó más poniéndolo en el congelador,Revisado en México el 26 de julio de 2019,Muy sabroso Mezcal,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/product-reviews/B07FPVPK4T/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal 400 Conejos Reposado 750 Ml,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/dp/B07FPVPK4T/ref=zg_bs_17836295011_11?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/product-reviews/B07FPVPK4T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619050828-132,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Lucho Rivera,Nuevo,Revisado en México el 30 de mayo de 2020,"Muy buen mezcal,  yo creo que se va acabar pronto.",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9X425B/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mezcal Artesanal Barro de Cobre Espadín 950 ml,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/dp/B07D9X425B/ref=zg_bs_17836295011_75?_encoding=UTF8&psc=1&refRID=V7HAJ98156S90DDFXA6J,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9X425B/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_2?ie=UTF8&pg=2
1619052594-1344,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Carlos Velázquez Gómez,Execelente mezcal,Revisado en México el 27 de mayo de 2020,"Muy buen mezcal !
Excelente
Saludos desde Guadalajara Jalisco",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052206-748,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Marco Antonio Gutiérrez,Buen mezcal,Revisado en México el 7 de enero de 2021,"Me gusto, buen sabor, es lo que esperaba..",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Burrito-Fiestero-750mL-Mezcal-Artesanal/product-reviews/B087N6MNJJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,"Burrito Fiestero 750mL - Mezcal Artesanal 100% agave Cenizo, 42% Alc. Vol",https://www.amazon.com.mx/Burrito-Fiestero-750mL-Mezcal-Artesanal/dp/B087N6MNJJ/ref=zg_bs_17836295011_12?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Burrito-Fiestero-750mL-Mezcal-Artesanal/product-reviews/B087N6MNJJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052566-1283,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Laura Morales,Exquisito,Revisado en México el 6 de febrero de 2021,"La compre como regalo para mi esposo y lo amo, tiene un ligero aroma cítrico y excelente sabor",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,Mezcal Alerón Agave Cenizo 750 ml | 1 Botella,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/dp/B085FSGRGM/ref=zg_bs_17836295011_1?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Aler%C3%B3n-Agave-Cenizo-Botella/product-reviews/B085FSGRGM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051271-307,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cliente de Kindle,Gran calidad,Revisado en México el 13 de marzo de 2019,Gran mezcal,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9XXQY2/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Artesanal Barro de Cobre Espadín 475 ml,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/dp/B07D9XXQY2/ref=zg_bs_17836295011_46?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Artesanal-Barro-Cobre-Espad%C3%ADn/product-reviews/B07D9XXQY2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051252-283,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Joyce Curiel,Súper cool,Revisado en México el 6 de septiembre de 2020,Se lo regalo mi hijo a mi papá por el día del abuelo y le encanto!,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/product-reviews/B087YZXBFZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,EMPAQUE ESPECIAL MEZCAL AMARÁS CUPREATA JOVEN - 750ML/ 40.3,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/dp/B087YZXBFZ/ref=zg_bs_17836295011_49?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/EMPAQUE-ESPECIAL-MEZCAL-ESPAD%C3%8DN-J%C3%8DCARAS/product-reviews/B087YZXBFZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051282-316,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Fernando Ayala,"Buen Mezcal, excelente relacion calidad-precio",Revisado en México el 14 de mayo de 2020,"Cumplio con mis expectativas totalmente. Es un Mezcal redondo y autentico, producido de manera artesanal en la region de Oaxaca. El envio gratis con Amazon Prime ayuda mucho.",5.0 de 5 estrellas,,,"Caye Chenu Mezcal, Agave Espadín 7 Años, 750 ml",https://www.amazon.com.mx/Caye-Chenu-Mezcal-Agave-Espad%C3%ADn/dp/B07LFLH4SZ/ref=zg_bs_17836295011_44?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Caye-Chenu-Mezcal-Agave-Espad%C3%ADn/product-reviews/B07LFLH4SZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051474-350,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,,,,,,null,,MEZCAL VERDE ESPADÍN JOVEN - 200 ML / 40°,https://www.amazon.com.mx/MEZCAL-VERDE-ESPAD%C3%8DN-JOVEN-200/dp/B0887R1VSM/ref=zg_bs_17836295011_41?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/MEZCAL-VERDE-ESPAD%C3%8DN-JOVEN-200/product-reviews/B0887R1VSM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051972-489,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Manuel Tinoco,Excelente mezcal,Revisado en México el 18 de mayo de 2020,Excelente mezcal,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619051954-454,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Cliente de Amazon,Excelente compra,Revisado en México el 13 de noviembre de 2019,"Un mezcalaso, muy bueno en sabor y embriaguez.

Saludos y buena vibra",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,MEZCAL AMARÁS ESPADÍN JOVEN - 750 ML / 37°,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/dp/B07FPZ7Y3C/ref=zg_bs_17836295011_28?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Amores-Joven-750-ml/product-reviews/B07FPZ7Y3C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052356-899,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Culebra Connors,Mezcal joven sabroso,Revisado en México el 3 de agosto de 2020,Buen mezcal por el precio. Excelente presentación e interesente propuesta para nuevos públicos.,5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,Mitre Origen Mezcal Artesanal Joven 100% Maguey Espadín Oaxaca,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/dp/B07V9JYWT8/ref=zg_bs_17836295011_7?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Origen-Mezcal-Artesanal-Maguey-Espad%C3%ADn/product-reviews/B07V9JYWT8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052372-941,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,yan,bien,Revisado en México el 12 de junio de 2019,"bien ligero al paladar, no raspa",5.0 de 5 estrellas,Página siguiente→,https://www.amazon.com.mx/Mezcal-Mil-Diablos-36%C2%B0-700/product-reviews/B07GCG1YFH/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,Mezcal Mil Diablos 36° 700 ml,https://www.amazon.com.mx/Mezcal-Mil-Diablos-36%C2%B0-700/dp/B07GCG1YFH/ref=zg_bs_17836295011_6?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-Mil-Diablos-36%C2%B0-700/product-reviews/B07GCG1YFH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
1619052253-774,https://www.amazon.com.mx/gp/bestsellers/grocery/17836295011/ref=zg_bs_pg_1?ie=UTF8&pg=1,Lord Vaicorius,El primer Mexcal rico que tomo en mi vida,Revisado en México el 25 de septiembre de 2020,"No pude parar de servirme este Mexcal, extremadamente rico, ahumado pero por sobre todo, muy suave a la garganta.",5.0 de 5 estrellas,,,Mezcal 400 Conejos Reposado 750 Ml,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/dp/B07FPVPK4T/ref=zg_bs_17836295011_11?_encoding=UTF8&psc=1&refRID=9HTHBD35MXSPFHT7F25Y,Ver todas las opiniones,https://www.amazon.com.mx/Mezcal-400-Conejos-Reposado-750/product-reviews/B07FPVPK4T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,
